boundary_version,source_model_version,filename,bytes,sha256,source
v1,v20260709,RSYC_ecostrat.gpkg,28561408,1f998c9ef4baa5565ac553505d78215ca90d3939e1444efa4f38200f293d0d2d,National Ecological Framework snapshot used by RSYC-Canada
