"model_version","filename","archive_member","rows","columns","bytes","sha256"
"v20260709","RSYC_models.zip","RSYC_models.csv",28391,38,1412194,"adcbba80261f224a98a853e13e5c31517d04ce0c2e991505f0879673d7bb6d4a"
